fecha,turno,horas_operacion,toneladas,au_cabeza,ag_cabeza,pb_cabeza,zn_cabeza,fe_cabeza,cu_cabeza,au_concentrado_pb,ag_concentrado_pb,pb_concentrado_pb,zn_concentrado_pb,fe_concentrado_pb,cu_concentrado_pb,au_colas_pb,ag_colas_pb,pb_colas_pb,zn_colas_pb,fe_colas_pb,cu_colas_pb,au_concentrado_zn,ag_concentrado_zn,pb_concentrado_zn,zn_concentrado_zn,fe_concentrado_zn,cu_concentrado_zn,au_colas_zn,ag_colas_zn,pb_colas_zn,zn_colas_zn,fe_colas_zn,cu_colas_zn,au_concentrado_fe,ag_concentrado_fe,pb_concentrado_fe,zn_concentrado_fe,fe_concentrado_fe,cu_concentrado_fe,au_colas_fe,ag_colas_fe,pb_colas_fe,zn_colas_fe,fe_colas_fe,cu_colas_fe,año,mes,dia,dia_semana,trimestre,semana_del_año,es_fin_de_semana,dias_desde_inicio,turnos_acumulados
2024-02-12,2,12.0,2138.20984,0.94,521.45,1.54,3.07,7.925,0.036,16.27,9594.55,47.21,10.18,7.15,0.43,0.44,124.75,0.22,2.95,8.21,0.03,0.95,765.15,0.86,52.61,10.54,0.32,0.39,74.19,0.18,0.31,7.58,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,2,12,0,1,7,0,41,2
2024-02-13,1,12.0,2144.19281,1.83,538.33,2.03,3.63,7.515,0.053,14.29,9339.84,47.69,10.78,6.29,0.42,0.59,130.79,0.15,3.6,7.15,0.03,0.99,716.17,0.65,52.58,9.52,0.34,0.29,76.89,0.15,0.42,6.54,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,2,13,1,1,7,0,42,1
2024-02-13,2,12.0,2050.62956,1.04,449.12,1.54,3.15,7.148,0.052,14.78,10228.5,46.81,11.64,6.49,0.46,0.64,162.2,0.21,2.93,6.98,0.04,0.79,755.64,0.81,52.41,9.44,0.35,0.4,74.17,0.19,0.42,6.54,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,2,13,1,1,7,0,42,2
2024-02-14,1,12.0,2102.86328,0.99,402.23,1.29,2.49,6.884,0.031,19.76,11293.07,41.8,10.17,7.65,0.5,0.53,100.52,0.13,2.45,7.58,0.02,0.76,684.65,0.65,51.25,9.99,0.29,0.45,58.46,0.13,0.41,6.18,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,2,14,2,1,7,0,43,1
2024-02-14,2,12.0,2145.60906,1.24,471.73,1.36,2.89,7.292,0.031,19.15,11380.66,42.12,11.44,7.72,0.61,0.44,84.77,0.13,2.65,6.7,0.01,0.77,609.01,0.59,50.19,10.62,0.27,0.35,85.89,0.1,0.32,6.68,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,2,14,2,1,7,0,43,2
2024-02-15,1,12.0,2123.11808,1.49,582.66,2.03,3.29,7.838,0.032,18.89,11491.01,42.32,10.19,7.68,0.54,0.44,88.54,0.12,2.48,6.36,0.01,0.74,615.85,0.63,51.63,10.45,0.28,0.4,58.68,0.16,0.33,7.29,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,2,15,3,1,7,0,44,1
2024-02-15,2,12.0,2043.81765,0.79,565.58,2.55,3.42,8.097,0.031,13.55,9883.53,47.87,10.54,6.87,0.42,0.34,125.64,0.2,3.13,7.82,0.01,0.67,671.69,0.74,51.42,10.66,0.3,0.3,81.07,0.18,0.34,8.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,2,15,3,1,7,0,44,2
2024-02-16,1,12.0,1906.23181,0.97,455.14,2.0,2.85,7.75,0.027,13.92,10555.85,47.32,10.83,7.08,0.53,0.39,105.96,0.15,2.48,6.91,0.01,0.79,883.63,0.78,52.03,10.67,0.31,0.24,76.63,0.14,0.23,7.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,2,16,4,1,7,0,45,1
2024-02-16,2,10.9,1848.25896,0.82,388.62,1.63,2.27,6.636,0.015,16.76,11653.29,46.01,9.25,7.04,0.57,0.35,92.39,0.13,2.2,6.4,0.01,0.96,888.56,0.8,50.13,11.31,0.31,0.29,66.88,0.16,0.35,6.5,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,2,16,4,1,7,0,45,2
2024-02-17,1,12.0,2140.34214,0.91,335.99,1.08,2.1,6.027,0.03,17.33,10802.49,42.44,8.71,7.59,0.5,0.29,73.71,0.08,1.8,5.42,0.03,0.69,748.13,0.55,49.23,11.63,0.2,0.2,44.21,0.07,0.18,5.48,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,2,17,5,1,7,1,46,1
2024-02-17,2,12.0,1973.65428,2.17,358.32,0.89,1.98,6.017,0.008,21.35,11711.46,41.24,9.33,7.84,0.6,0.43,74.13,0.1,1.84,5.8,0.01,0.74,742.93,0.56,49.19,11.98,0.3,0.34,49.8,0.08,0.2,5.5,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,2,17,5,1,7,1,46,2
2024-02-18,1,11.4,1890.53,0.95,373.95,0.99,2.16,6.512,0.028,24.34,12827.59,41.73,10.32,7.95,0.56,0.34,80.34,0.12,2.04,5.67,0.02,1.86,824.6,0.71,43.87,13.95,0.32,0.4,53.22,0.1,0.26,5.33,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,2,18,6,1,7,1,47,1
2024-02-18,2,12.0,2030.56,0.94,486.49,1.43,3.13,7.497,0.027,17.14,13557.38,46.97,8.94,7.05,0.5,0.35,98.12,0.15,2.98,6.79,0.02,0.88,642.63,0.56,52.55,10.54,0.29,0.29,64.65,0.11,0.27,6.57,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,2,18,6,1,7,1,47,2
2024-02-19,1,9.4,1525.1,1.28,532.49,1.24,1.98,6.744,0.037,29.04,17792.51,43.08,9.17,8.36,0.67,0.44,99.52,0.12,1.97,6.38,0.01,0.94,780.05,0.69,51.05,11.09,0.3,0.39,66.88,0.11,0.25,6.26,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,2,19,0,1,8,0,48,1
2024-02-19,2,10.6,1769.98,1.06,504.08,1.18,1.43,5.622,0.023,29.27,17782.11,47.25,7.36,6.78,0.61,0.44,91.93,0.08,1.24,4.85,0.01,1.74,1253.09,1.11,46.57,12.2,0.33,0.38,67.97,0.07,0.19,5.13,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,2,19,0,1,8,0,48,2
2024-02-20,1,12.0,1906.39,1.22,409.05,0.86,1.29,5.914,0.03,33.96,16841.24,36.46,10.11,9.71,0.63,0.49,68.73,0.06,0.99,4.87,0.02,1.66,1089.51,0.49,49.66,11.38,0.35,0.39,60.35,0.04,0.12,4.71,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,2,20,1,1,8,0,49,1
2024-02-20,2,12.0,2000.23,0.99,362.69,0.97,1.5,6.78,0.045,34.32,16638.61,40.02,8.76,8.97,0.9,0.45,66.75,0.08,1.23,5.08,0.02,1.57,984.84,0.65,47.05,13.76,0.36,0.4,51.27,0.06,0.13,4.7,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,2,20,1,1,8,0,49,2
2024-02-21,1,11.6,1848.01,1.14,485.19,1.54,2.98,6.903,0.037,31.78,19049.6,44.33,9.38,8.46,0.83,0.44,75.06,0.08,2.33,5.31,0.02,1.77,1010.55,0.64,49.15,13.43,0.4,0.38,52.82,0.06,0.13,5.49,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,2,21,2,1,8,0,50,1
2024-02-21,2,12.0,2017.94,1.04,447.47,1.39,2.46,7.652,0.031,23.17,14400.78,39.69,9.09,8.34,0.71,0.45,83.58,0.08,1.86,5.92,0.02,1.13,997.81,0.53,52.48,11.07,0.37,0.35,57.04,0.07,0.17,5.73,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,2,21,2,1,8,0,50,2
2024-02-22,1,11.6,1846.15115,0.89,430.29,1.63,2.77,7.292,0.035,16.87,12375.39,45.75,10.7,7.4,0.53,0.35,75.77,0.1,2.36,5.95,0.02,0.78,635.38,0.38,51.4,10.19,0.24,0.29,51.56,0.09,0.17,6.2,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,2,22,3,1,8,0,51,1
2024-02-22,2,12.0,2018.20866,1.78,524.03,1.42,2.16,6.99,0.035,25.52,15564.5,45.82,10.77,8.0,0.53,0.49,93.32,0.12,2.1,5.94,0.02,1.27,918.21,0.65,50.9,10.88,0.32,0.39,65.39,0.1,0.17,5.94,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,2,22,3,1,8,0,51,2
2024-02-23,1,12.0,2033.7954,1.55,465.3,1.2,2.12,5.895,0.033,33.17,16790.44,44.28,10.01,6.95,0.7,0.4,76.88,0.11,1.45,5.13,0.01,1.6,998.72,0.68,47.97,11.59,0.44,0.35,58.53,0.11,0.15,4.79,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,2,23,4,1,8,0,52,1
2024-02-23,2,12.0,2088.53064,1.0,432.22,1.47,2.24,6.512,0.036,19.18,14773.85,47.7,10.18,6.09,0.73,0.35,110.74,0.11,1.78,5.66,0.02,1.6,1132.85,0.76,50.03,10.43,0.37,0.3,62.44,0.1,0.17,5.65,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,2,23,4,1,8,0,52,2
2024-02-24,1,12.0,1884.0184,1.05,404.46,1.38,2.35,6.786,0.037,20.19,11154.27,41.58,11.83,8.46,0.87,0.25,77.29,0.12,2.25,6.19,0.02,0.8,851.38,0.61,51.06,10.39,0.4,0.15,47.94,0.11,0.23,6.2,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,2,24,5,1,8,1,53,1
2024-02-24,2,12.0,1868.57631,1.05,391.41,0.93,2.02,6.438,0.03,18.98,12807.05,47.39,10.04,7.68,0.78,0.2,78.92,0.09,1.83,6.58,0.02,0.8,695.22,0.46,50.86,11.31,0.36,0.15,50.58,0.09,0.18,6.38,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,2,24,5,1,8,1,53,2
2024-02-25,1,12.0,1897.33516,1.1,355.42,0.92,1.89,6.729,0.029,25.91,11860.52,41.08,11.96,9.27,0.65,0.49,81.84,0.1,1.88,6.14,0.02,0.76,769.57,0.56,48.01,10.91,0.34,0.34,48.93,0.08,0.18,5.45,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,2,25,6,1,8,1,54,1
2024-02-25,2,12.0,2113.83028,1.41,405.05,1.09,1.97,6.022,0.03,24.12,11987.94,47.1,10.39,7.23,0.57,0.49,96.71,0.12,1.92,5.35,0.02,1.37,1034.81,0.71,48.83,11.59,0.37,0.45,61.51,0.1,0.18,5.8,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,2,25,6,1,8,1,54,2
2024-02-26,1,11.4,1893.8384,2.24,618.75,2.3,2.92,8.27,0.044,28.0,12818.96,42.66,10.88,7.81,0.61,0.6,88.55,0.1,2.11,6.59,0.02,1.17,790.93,0.56,51.81,11.56,0.37,0.55,61.68,0.09,0.21,6.73,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,2,26,0,1,9,0,55,1
2024-02-26,2,12.0,3026.1187,2.21,603.13,1.94,2.72,8.812,0.036,29.81,13740.83,42.87,11.62,8.73,0.62,0.63,90.87,0.08,2.08,6.14,0.02,1.03,836.02,0.53,50.17,11.73,0.38,0.49,60.08,0.07,0.17,6.22,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,2,26,0,1,9,0,55,2
2024-02-27,1,12.0,1870.3055,1.48,394.94,0.68,1.13,5.77,0.023,31.26,15210.93,32.9,9.98,8.98,0.59,0.55,62.0,0.05,1.02,4.45,0.01,1.59,970.61,0.5,50.98,10.14,0.41,0.48,57.3,0.05,0.1,4.32,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,2,27,1,1,9,0,56,1
2024-02-27,2,11.9,1964.15912,1.52,379.01,0.85,1.73,6.09,0.024,33.23,14852.48,36.65,8.63,8.49,0.68,0.55,84.61,0.11,1.78,5.01,0.02,5.44,1995.22,1.55,31.43,21.01,0.34,0.49,70.2,0.1,0.27,4.61,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,2,27,1,1,9,0,56,2
2024-02-28,1,2.7,340.31128,1.38,352.78,0.81,2.0,5.64,0.04,24.32,10818.24,38.52,9.29,8.32,0.71,0.49,62.64,0.07,1.64,5.68,0.02,1.53,812.54,0.47,48.64,11.38,0.38,0.39,39.09,0.07,0.15,5.81,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,2,28,2,1,9,0,57,1
2024-02-28,2,8.3,1375.02565,1.67,547.65,1.31,3.06,7.314,0.053,21.21,10926.13,44.66,9.23,7.85,0.81,0.53,77.13,0.1,2.18,6.19,0.02,1.15,678.25,0.42,46.57,11.45,0.36,0.44,43.77,0.09,0.13,6.28,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,2,28,2,1,9,0,57,2
2024-02-29,1,11.3,1870.12,1.7,554.45,1.46,2.81,7.657,0.048,24.9,11450.74,44.47,10.44,8.66,0.79,0.43,79.78,0.09,2.27,6.58,0.02,0.95,806.27,0.51,47.34,12.52,0.42,0.45,48.33,0.08,0.21,6.4,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,2,29,3,1,9,0,58,1
2024-02-29,2,12.0,1981.41,1.53,520.91,1.12,2.67,7.004,0.049,26.34,12263.16,48.8,9.48,7.71,0.82,0.43,86.88,0.09,2.22,6.46,0.02,1.19,849.98,0.54,48.86,11.18,0.44,0.39,48.03,0.1,0.19,6.52,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,2,29,3,1,9,0,58,2
2024-03-01,1,12.0,2064.06441,1.33,545.35,1.91,2.81,7.34,0.032,26.96,13535.1,47.41,9.62,7.26,0.41,0.53,96.81,0.11,2.31,5.97,0.01,1.0,894.34,0.63,46.49,12.06,0.24,0.43,46.62,0.09,0.17,5.85,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,3,1,4,1,9,0,59,1
2024-03-01,2,11.5,1888.2776,1.39,470.53,1.4,2.4,7.477,0.03,25.27,14175.81,39.06,12.23,9.05,0.42,0.59,88.86,0.09,1.91,5.89,0.01,0.95,917.66,0.59,51.21,10.71,0.25,0.49,49.93,0.08,0.14,5.84,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,3,1,4,1,9,0,59,2
2024-03-02,1,11.6,1950.18553,1.2,368.65,1.06,1.7,6.594,0.032,30.58,13144.71,50.09,9.48,7.25,0.74,0.64,96.27,0.12,1.97,6.56,0.02,1.38,962.24,0.75,46.82,11.5,0.36,0.49,64.94,0.11,0.08,6.54,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,3,2,5,1,9,1,60,1
2024-03-02,2,12.0,2036.77848,1.13,474.77,0.92,1.89,6.296,0.031,29.71,18733.85,43.2,9.17,8.39,0.53,0.53,93.98,0.07,1.57,5.69,0.02,1.45,948.26,0.55,51.2,10.95,0.32,0.38,57.76,0.07,0.1,5.65,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,3,2,5,1,9,1,60,2
2024-03-03,1,12.0,1973.80152,1.65,544.76,1.99,2.7,6.997,0.043,29.61,12479.28,46.86,9.45,7.22,0.79,0.48,91.51,0.14,1.98,5.74,0.02,1.7,962.99,0.68,50.48,9.36,0.45,0.45,55.66,0.1,0.12,5.35,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,3,3,6,1,9,1,61,1
2024-03-03,2,10.9,1829.0708,1.44,541.73,1.89,2.81,7.049,0.041,26.67,13954.65,50.66,9.48,7.24,0.77,0.44,105.22,0.15,2.38,5.92,0.02,1.14,873.27,0.72,51.93,9.52,0.38,0.39,65.44,0.14,0.26,6.44,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,3,3,6,1,9,1,61,2
2024-03-04,1,12.0,1959.50524,0.88,361.86,0.93,1.81,6.012,0.024,23.7,14550.94,50.1,8.38,7.42,0.67,0.44,95.14,0.14,1.93,6.18,0.01,1.12,867.69,0.8,51.94,10.04,0.33,0.4,65.26,0.14,0.17,6.44,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,3,4,0,1,10,0,62,1
2024-03-04,2,12.0,1918.7931,1.43,418.63,1.07,2.25,7.737,0.026,28.69,15409.33,48.51,8.74,7.85,0.71,0.53,96.16,0.11,1.87,6.52,0.01,1.42,915.44,0.72,52.48,10.0,0.34,0.44,65.13,0.12,0.18,6.5,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,3,4,0,1,10,0,62,2
2024-03-05,1,12.0,1919.91384,1.2,485.79,1.19,1.99,6.871,0.029,28.96,15992.73,47.15,9.07,8.12,0.56,0.45,94.6,0.16,1.9,6.25,0.02,0.98,921.78,0.78,50.77,10.03,0.3,0.44,55.1,0.1,0.12,5.17,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,3,5,1,1,10,0,63,1
2024-03-05,2,10.0,1645.37814,1.82,429.36,1.21,1.74,6.348,0.025,33.12,17618.1,47.98,9.48,7.12,0.61,0.53,92.15,0.1,1.43,5.12,0.01,1.55,1056.45,0.77,52.58,10.04,0.27,0.47,75.88,0.16,0.24,7.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,3,5,1,1,10,0,63,2
2024-03-10,2,11.9,2076.84016,1.48,886.58,2.29,2.79,8.463,0.026,26.75,15900.75,44.61,5.91,7.51,0.53,0.58,123.12,0.17,2.21,6.04,0.02,3.39,1254.58,1.23,50.06,10.27,0.36,0.4,72.72,0.14,0.4,5.83,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,3,10,6,1,10,1,68,1
2024-03-11,1,12.0,2190.77625,1.56,775.62,2.16,2.68,8.204,0.048,23.91,16049.05,47.5,6.68,6.84,0.74,0.59,142.49,0.12,1.96,6.39,0.04,1.87,1468.04,1.05,47.6,10.12,0.43,0.4,73.74,0.07,0.28,5.63,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,3,11,0,1,11,0,69,1
2024-03-11,2,10.8,1956.74652,1.39,691.43,1.74,2.43,7.547,0.048,28.13,16625.76,50.2,7.81,6.59,0.66,0.52,130.76,0.1,2.0,5.85,0.03,2.17,1442.8,0.89,46.64,10.65,0.39,0.36,75.32,0.09,0.23,5.94,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,3,11,0,1,11,0,69,2
2024-03-12,1,8.6,1400.40533,1.59,712.82,1.99,2.74,8.312,0.038,33.56,18064.55,47.66,7.48,7.2,0.58,0.66,179.48,0.21,2.54,6.99,0.02,2.14,1348.63,0.83,46.25,10.43,0.31,0.43,80.45,0.15,0.3,5.95,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,3,12,1,1,11,0,70,1
2024-03-12,2,12.0,2190.92223,1.35,809.13,1.96,2.7,7.411,0.033,33.05,16969.32,44.77,11.14,7.01,0.47,0.63,138.88,0.17,2.07,6.57,0.02,2.55,1744.0,1.1,47.99,10.8,0.27,0.5,95.7,0.18,0.37,6.89,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,3,12,1,1,11,0,70,2
2024-03-13,1,12.0,2147.36855,0.96,659.37,1.19,2.69,6.691,0.032,24.0,16524.11,44.46,10.54,7.02,0.52,0.59,142.87,0.1,2.11,6.32,0.02,1.58,1265.99,0.79,50.29,9.92,0.33,0.5,85.86,0.09,0.28,6.2,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,3,13,2,1,11,0,71,1
2024-03-13,2,12.0,2154.56515,1.4,429.99,0.95,1.96,6.255,0.035,28.69,14776.66,41.48,13.2,6.97,0.6,0.59,132.32,0.11,1.91,6.31,0.02,1.55,1152.49,0.63,50.22,9.68,0.34,0.46,76.31,0.09,0.15,6.07,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,3,13,2,1,11,0,71,2
2024-03-14,1,12.0,2113.09362,1.79,589.5,1.61,2.08,7.29,0.038,37.26,15040.49,46.16,11.26,7.2,0.78,0.7,130.76,0.11,1.51,5.95,0.02,2.43,1300.21,0.83,50.78,10.0,0.45,0.6,64.24,0.1,0.12,5.89,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,3,14,3,1,11,0,72,1
2024-03-14,2,12.0,2140.66927,1.47,800.15,1.64,2.45,7.819,0.035,31.61,16481.6,46.94,11.32,6.92,0.63,0.56,154.86,0.13,2.02,6.48,0.02,1.87,1307.47,0.73,51.59,10.5,0.35,0.47,76.48,0.1,0.12,6.35,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,3,14,3,1,11,0,72,2
2024-03-15,1,11.8,2069.18202,1.14,602.66,1.65,2.52,7.406,0.04,28.2,16298.96,48.74,11.52,6.61,0.8,0.63,181.93,0.14,2.1,6.89,0.02,3.15,1948.08,1.25,51.11,11.05,0.43,0.46,78.06,0.1,0.15,6.8,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,3,15,4,1,11,0,73,1
2024-03-15,2,12.0,2178.62442,1.03,605.85,1.56,2.7,8.08,0.04,23.6,14834.24,49.32,10.95,6.56,0.58,0.52,165.91,0.15,2.61,7.34,0.03,1.65,1425.3,0.86,50.93,11.21,0.39,0.42,87.12,0.13,0.2,7.18,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,3,15,4,1,11,0,73,2
2024-03-16,1,11.9,2020.01965,1.89,558.71,1.32,2.29,6.678,0.03,22.16,16177.12,46.03,12.16,7.36,0.47,0.49,190.94,0.17,2.26,7.28,0.02,1.41,1575.8,0.97,52.86,10.78,0.31,0.43,99.47,0.16,0.2,7.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,3,16,5,1,11,1,74,1
2024-03-16,2,11.4,1976.51844,1.94,454.2,0.94,1.62,6.437,0.031,23.475,11439.37,43.99,10.4,7.93,0.72,0.62,105.83,0.11,1.29,5.87,0.02,3.03,1654.89,1.08,49.62,11.25,0.46,0.46,51.92,0.09,0.11,5.23,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,3,16,5,1,11,1,74,2
2024-03-17,1,12.0,2047.0436,1.01,330.29,0.91,1.75,6.284,0.028,31.36,13069.44,56.43,8.32,6.1,0.85,0.7,180.43,0.17,1.57,6.44,0.01,2.76,1921.56,1.26,48.39,11.67,0.34,0.43,71.51,0.13,0.13,6.46,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,3,17,6,1,11,1,75,1
2024-03-17,2,12.0,2077.71212,1.22,344.04,0.81,1.53,5.543,0.023,38.07,11622.84,45.61,10.2,7.73,1.17,0.76,109.79,0.07,1.26,5.41,0.01,5.1,1809.92,0.72,26.69,23.25,0.3,0.43,42.24,0.06,0.1,4.88,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,3,17,6,1,11,1,75,2
2024-03-18,1,11.8,2039.98146,1.0,540.95,1.33,2.5,7.085,0.039,30.8,14051.86,46.27,8.16,7.77,0.67,0.72,136.82,0.07,2.19,6.53,0.02,2.17,1311.41,0.63,49.59,10.56,0.51,0.46,78.68,0.06,0.3,6.52,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,3,18,0,1,12,0,76,1
2024-03-18,2,12.0,2030.25568,1.42,436.62,0.89,1.53,6.272,0.048,38.18,13503.29,45.44,9.06,8.25,1.25,0.72,98.15,0.08,1.43,5.41,0.02,1.57,1086.67,0.74,49.69,10.35,0.41,0.46,60.74,0.06,0.14,5.59,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,3,18,0,1,12,0,76,2
2024-03-19,1,11.9,2022.4848,0.98,249.07,0.77,1.44,5.5,0.04,33.03,12434.82,49.22,8.85,7.15,0.88,0.66,93.33,0.08,1.37,5.38,0.02,2.08,1265.73,0.64,50.43,10.15,0.41,0.5,56.16,0.08,0.13,5.59,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,3,19,1,1,12,0,77,1
2024-03-19,2,12.0,2049.2584,1.98,506.74,1.35,2.49,7.016,0.046,29.34,14357.62,49.08,9.76,7.21,0.59,0.53,118.43,0.18,2.28,6.63,0.01,1.18,937.14,0.54,52.32,10.35,0.28,0.5,67.92,0.17,0.15,6.35,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,3,19,1,1,12,0,77,2
2024-03-20,1,9.4,1458.18134,1.12,530.93,1.55,2.89,7.61,0.03,29.81,14247.79,49.71,9.88,7.15,0.76,0.63,153.54,0.15,2.43,6.75,0.01,1.67,1279.96,0.97,50.16,10.8,0.32,0.53,85.86,0.11,0.3,6.75,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,3,20,2,1,12,0,78,1
